ID,City,Country,Latitude,Longitude,Elevation (m),Elevation (ft),Max Temp (F),Adj Temp (F),Humidity (%),Wind Speed (mph),Cloudiness (%),Date
13879,Kalashnikovo,RU,57.28,35.23,205.4062195,673.9049411,48.75,51.10866729,90,25.88,100,1538019458
13880,Iowa City,US,41.66,-91.53,203.0576477,666.1996529,51.08,53.41169879,76,2.84,1,1538018100
13881,New Ross,IE,52.4,-6.94,39.53688812,129.714204,50.55,51.00399971,100,7.2,8,1538019459
13882,Wiefelstede,DE,53.26,8.12,17.01939201,55.83790209,59,59.19543266,93,5.82,20,1538018400
13883,Eslov,SE,55.84,13.3,65.10578156,213.6016524,57.2,57.94760578,93,16.11,8,1538018400
13884,Punta De Bombon,PE,-17.17,-71.79,22.14664078,72.65958493,60.99,61.24430855,100,6.98,100,1538019459
13885,Hyde,GB,53.45,-2.08,110.1444473,361.3663086,59,60.26478208,87,3.36,90,1538018400
13886,Baguanos,CU,20.75,-76.03,88.77868652,291.2686659,78.8,79.81944033,88,9.17,20,1538016600
13887,Pottstown,US,40.25,-75.65,48.02426529,157.5599305,73.04,73.59145976,100,5.53,1,1538018100
13888,Nowy Targ,PL,49.48,20.03,595.9593506,1955.247276,50,56.84336547,76,17.22,0,1538017200
13889,Zelenyy Bor,RU,61.09,42.06,86.83612823,284.895443,42.45,43.44713405,95,23.53,92,1538019460
13890,Yemelyanovo,RU,56.17,92.69,184.9120026,606.6666945,46.4,48.52333343,87,3.51,75,1538017200
13891,Scranton,US,41.41,-75.66,230.9258118,757.6306403,64.04,66.69170724,77,4.7,90,1538017860
13892,Kayiry,UA,46.95,33.71,57.73200607,189.4094748,36.06,36.72293316,97,5.75,12,1538019461
13893,El Fuerte,MX,26.42,-108.62,82.8275528,271.7439483,86.64,87.59110382,56,4.07,0,1538019461
13894,Beaver Falls,US,44.58,-95.05,284.2637634,932.6239256,57.2,60.46418374,58,9.17,1,1538018100
13895,Wenchi,GH,7.74,-2.1,316.3840027,1038.005291,72.69,76.32301852,97,2.95,92,1538019462
13896,Sinait,PH,17.87,120.46,9.259322166,30.37835454,86,86.10632424,70,6.93,20,1538017200
13897,Lanigan,CA,51.85,-105.03,531,1742.12604,47.58,53.67744114,62,12.57,68,1538019462
13898,Quartz Hill,US,34.65,-118.22,754.295166,2474.721752,85.1,93.76152613,30,6.93,1,1538017080
13899,Taborfalva,HU,47.1,19.48,128.4060974,421.2798606,41,42.47447951,93,1.12,0,1538017200
13900,Kottapalli,IN,18.49,79.09,277.7504578,911.2548118,81.6,84.78939184,83,4.52,8,1538019463
13901,Novobureyskiy,RU,49.8,129.88,119,390.41996,61.44,62.80646986,53,4.29,0,1538019463
13902,Kodarma,IN,24.47,85.59,390.927887,1282.571849,89.25,93.73900147,61,4.41,8,1538019464
13903,Gabriel Leyva Solano,MX,25.66,-108.64,19.51204491,64.01589741,86,86.22405564,70,8.05,5,1538016180
13904,Gandorhun,SL,8.44,-10.86,271.7532349,891.5788831,69.63,72.75052609,100,3.18,92,1538019465
13905,Oshnaviyeh,IR,37.04,45.1,1440.034668,4724.52334,50,66.53583169,81,9.17,0,1538017200
13906,Otradnyy,RU,53.38,51.35,57.03691483,187.1289916,44.25,44.90495147,93,5.3,80,1538019465
13907,Yanai,JP,33.97,132.12,11.6884203,38.34783684,78.98,79.11421743,42,13.87,40,1538017200
13908,Nova Varos,RS,43.46,19.82,1007.721802,3306.173996,30.2,41.77160899,86,1.16,0,1538017200
13909,Vertientes,CU,21.26,-78.15,67,219.81628,77,77.76935698,94,5.82,0,1538016660
13910,Los Teques,VE,10.35,-67.04,1160.437256,3807.208967,73.4,86.72523138,83,2.17,20,1538013600
13911,Harstad,NO,68.8,16.53,69.4929657,227.9953016,39.2,39.99798356,80,13.87,88,1538018400
13912,Warner Robins,US,32.62,-83.6,95.66760254,313.8700971,75.92,77.01854534,100,8.05,20,1538018100
13913,Currais Novos,BR,-6.26,-36.52,354.7077942,1163.739519,71.88,75.95308832,73,12.46,0,1538019444
13914,Banmankhi,IN,25.89,87.19,48.38816452,158.7538257,83.76,84.31563839,95,4.85,0,1538019467
13915,Bakal,RU,54.94,58.81,612.3991089,2009.183492,51.63,58.66214222,96,2.84,92,1538019467
13916,Charqueadas,BR,-29.96,-51.62,26.63377762,87.38116296,69.8,70.10583407,88,6.93,20,1538017200
13917,Itirapina,BR,-22.26,-47.82,766.2420654,2513.917618,77,85.79871166,78,6.93,90,1538013600
13918,Balurghat,IN,25.22,88.78,30.46666718,99.95626034,86.46,86.80984691,92,4.07,12,1538019468
13919,Tsalka,GE,41.6,44.09,1467.325317,4814.059594,42.81,59.65920858,100,2.62,88,1538019468
13920,Soweto,ZA,-26.22,27.89,1677.569824,5503.838182,69.8,89.06343364,32,4.7,0,1538017200
13921,Log,RU,49.48,43.86,89.28177643,292.9192234,34.8,35.82521728,96,4.18,0,1538019469
13922,Minusinsk,RU,53.7,91.7,244.3911133,801.8081401,53.6,56.40632849,93,8.95,40,1538017200
13923,Bafut,CM,6.09,10.11,1123.415649,3685.746999,62.43,75.3301145,98,2.17,92,1538019469
13924,Bad Frankenhausen,DE,51.36,11.1,142.4017639,467.1974031,46.4,48.03519091,65,8.05,0,1538018400
13925,Dhupgari,IN,26.59,89.01,79.58399963,261.1023694,77.82,78.73385829,97,5.08,80,1538019470
13926,Savelugu,GH,9.63,-0.83,168.6837616,553.4244324,70.53,72.46698551,96,2.95,0,1538019470
13927,Frederick,US,39.41,-77.41,92.81130981,304.4990577,73.04,74.1057467,100,4.7,40,1538018100
13928,Basarabeasca,MD,46.33,28.97,53.97077179,177.0694669,32,32.61974313,81,5.82,0,1538017200
13929,Traunreut,DE,47.96,12.6,555.8463745,1823.643019,46.4,52.78275057,75,6.93,0,1538016600
13930,Bambey,SN,14.7,-16.45,22.02085876,72.24691427,77.19,77.4428642,93,11.12,32,1538019471
13931,Chandur,IN,20.82,77.97,323.2662354,1060.584796,81.96,85.67204678,86,4.63,0,1538019471
13932,Manitowoc,US,44.09,-87.66,184.2919617,604.6324395,51.98,54.09621354,73,3.36,75,1538016960
13933,Lockport,US,41.59,-88.06,178.5738068,585.8720882,57.92,59.97055231,74,5.86,1,1538018100
13934,Suffolk,US,36.73,-76.58,13.68174934,44.88763052,78.98,79.13710671,89,4.7,1,1538017500
13935,Alikalia,SL,9.15,-11.39,417.3493042,1369.256291,68.19,72.98239702,98,3.18,76,1538019473
13936,Vire,FR,48.84,-0.89,172.129776,564.7302543,42.8,44.77655589,100,4.7,0,1538017200
13937,Tiguisan,PH,12.84,121.46,17.65955544,57.93817585,78.45,78.65278362,89,5.19,64,1538019473
13938,San Juan De Flores,HN,14.27,-87.03,725.1635742,2379.145661,72.86,81.18700981,88,1.95,40,1538017200
13939,Porto Tolle,IT,44.95,12.32,-2.120772362,-6.957914795,50,49.9756473,71,2.24,0,1538016600
13940,Lidkoping,SE,58.51,13.16,48.23235321,158.2426337,53.6,54.15384922,76,14.99,32,1538018400
13941,Valle De San Juan,CO,4.2,-75.12,607.5820313,1993.379431,75.2,82.17682801,73,5.82,75,1538013600
13942,Palma Di Montechiaro,IT,37.19,13.77,192.0395813,630.0511399,60.72,62.92517899,90,13.58,0,1538019474
13943,Cumbum,IN,15.58,79.11,193.1081543,633.5569569,80.25,82.46744935,84,3.96,24,1538019475
13944,Bangalore,IN,12.98,77.6,931.2270508,3055.206957,73.4,84.09322435,100,2.24,40,1538017200
13945,Anantapur,IN,14.68,77.61,353.9265137,1161.176263,73.59,77.65411692,100,4.52,24,1538019475
13946,Piste,MX,20.7,-88.58,29.42606163,96.54220004,77.91,78.2478977,90,2.95,32,1538019475
13947,Staronizhestebliyevskaya,RU,45.38,38.44,7,22.96588,39.2,39.28038058,93,2.24,0,1538017200
13948,Slatina,HR,45.7,17.7,137.7348785,451.8860989,35.07,36.65160135,87,2.28,0,1538019476
13949,Villachuato,MX,20.15,-101.64,1689.892456,5544.266766,58.56,77.96493368,94,2.84,44,1538019476
13950,Lahad Datu,MY,5.02,118.33,-0.035451382,-0.116310313,84.03,84.02959291,84,2.51,12,1538019476
13951,Galiakot,IN,23.54,74.01,140.18396,459.9211432,79.71,81.319724,80,4.07,0,1538019476
13952,Banda,IN,25.47,80.33,125.0574875,410.2936072,84.93,86.36602763,62,4.63,0,1538019477
13953,Novokizhinginsk,RU,51.61,109.59,758,2486.87672,39.93,48.63406852,99,7.99,92,1538019398
13954,Dailly,GB,55.28,-4.72,25.36224174,83.20945721,60.8,61.0912331,82,14.99,64,1538018400
13955,Stratford-Upon-Avon,GB,52.19,-1.71,42.88703918,140.7055136,59,59.4924693,93,2.24,90,1538018400
13956,Baraki Barak,AF,33.97,68.95,1943.76355,6377.177205,62.6,84.92012022,45,4.18,0,1538016600
13957,Privolzhye,RU,52.86,48.6,39.99456024,131.215753,40.11,40.56925514,100,6.42,32,1538019478
13958,Pustomyty,UA,49.72,23.9,270.0986633,886.1504986,50,53.10152675,61,8.95,90,1538019000
13959,El Guayabito,HN,14.78,-85.94,341.0648804,1118.979302,68.73,72.64642756,97,2.17,88,1538019478
13960,Huasahuasi,PE,-11.27,-75.65,2980.983154,9780.128772,44.43,78.6604507,78,1.95,68,1538019479
13961,Norwalk,US,33.91,-118.08,30.02308273,98.50093075,75.92,76.26475326,83,4.7,20,1538017080
13962,Nandigama,IN,16.78,80.29,40.86271286,134.0640229,82.4,82.86922408,74,4.41,20,1538017200
13963,Focsani,RO,45.7,27.18,54.80710983,179.8133582,30.48,31.10934675,79,2.73,8,1538019479
13964,Luwero,UG,0.85,32.47,1104.571533,3623.922469,58.38,71.06372864,86,3.4,0,1538019479
13965,Kazaki,RU,52.62,38.27,166.4279022,546.0233187,41.46,43.37108162,76,20.29,92,1538019480
13966,Alwar,IN,27.56,76.61,275.1591187,902.7530428,81.96,85.11963565,73,4.41,0,1538019480
13967,Radviliskis,LT,55.82,23.53,125,410.105,53.6,55.0353675,93,16.11,75,1538018400
13968,Huaquillas,EC,-3.48,-80.24,10.03022194,32.90755335,89.6,89.71517644,33,6.93,75,1538017200
13969,Vetluzhskiy,RU,58.39,45.47,116.7953033,383.186703,40.56,41.90115346,78,11.01,80,1538019481
13970,Maitum,PH,6.06,124.5,15.98133373,52.43219896,83.31,83.4935127,94,6.76,0,1538019481
13971,Jagupit,PH,9.24,125.56,45.56000137,149.4750749,87.36,87.88316276,79,6.87,20,1538019481
13972,Kalilangan,PH,7.75,124.75,493.1111145,1617.818669,77.01,82.67236534,70,3.96,80,1538019481
13973,Goshen,US,41.58,-85.83,244.3158722,801.5612861,51.8,54.6054645,100,2.84,1,1538018220
13974,Apollonia,GR,40.64,23.49,50.48071671,165.6191546,57.2,57.77966704,26,8.05,20,1538016600
13975,La Dolorita,VE,10.49,-66.79,1030.352173,3380.420623,73.05,84.88147218,91,2.17,64,1538019482
13976,Cutler,US,36.52,-119.29,109.4742508,359.167501,87.08,88.33708625,33,4.7,1,1538016960
13977,Cagli,IT,43.55,12.65,246.8331451,809.8200559,48.2,51.0343702,57,9.17,0,1538016600
13978,Lodhikheda,IN,21.58,78.83,385.5338135,1264.874757,84.2,88.62706165,74,2.24,8,1538017200
13979,Savanur,IN,14.97,75.34,585.8622437,1922.120283,73.86,80.58742099,99,4.41,44,1538019484
13980,Wohlen,CH,47.35,8.28,423.8827209,1390.691386,48.2,53.06741985,100,0.27,20,1538017200
13981,Zonhoven,BE,50.99,5.37,42.90430069,140.7621459,48.2,48.69266751,81,6.93,0,1538018700
13982,Svitavy,CZ,49.76,16.47,441.1430969,1447.319918,41,46.06561971,86,2.24,40,1538017200
13983,Foso,GH,5.7,-1.29,156.2143707,512.5143561,70.98,72.77380025,97,5.41,36,1538019485
13984,Sovetskoye,RU,51.44,46.74,76,249.34384,41,41.87270344,99,6.71,0,1538017200
13985,Pirajui,BR,-22,-49.46,496.9770203,1630.502087,77,82.70675731,78,5.82,0,1538017200
13986,Prescot,GB,53.43,-2.8,79.05625153,259.3709123,59,59.90779819,87,4.7,75,1538018400
13987,Laishevo,RU,55.4,49.55,70.16889191,230.2129073,42.8,43.60574518,75,11.18,75,1538017200
13988,Limburgerhof,DE,49.42,8.39,97.50234985,319.8896095,42.8,43.91961363,87,1.12,0,1538018400
13989,Manjo,CM,4.85,9.82,523.2920532,1716.8375,64.59,70.59893125,100,1.28,20,1538019486
13990,Novyy Karachay,RU,43.82,41.9,816.1487427,2677.653441,38.49,47.86178704,97,2.17,88,1538019486
13991,Iwo,NG,7.63,4.18,239.8533325,786.9204075,73.77,76.52422143,99,5.97,92,1538019487
13992,Angicos,BR,-5.67,-36.6,121.715416,399.3288053,76.11,77.50765082,67,11.79,0,1538019487
13993,Dolhasca,RO,47.43,26.61,221.1119995,725.4330925,39.2,41.73901582,69,10.29,0,1538017200
13994,Cofradia,HN,15.4,-88.15,110.617775,362.9192208,78.8,80.07021727,94,4.7,75,1538017200
13995,Palhi,PH,13.38,121.2,87.60266876,287.4103398,81.33,82.33593619,97,3.51,32,1538019488
13996,Khislavichi,RU,54.19,32.16,183.9635162,603.5548626,43.89,46.00244202,93,28.12,92,1538019488
13997,Kushalgarh,IN,23.2,74.45,298.7762451,980.237056,78.09,81.5208297,88,4.52,0,1538019416
13998,Bejuco,PA,8.59,-82.46,383.8819885,1259.455383,73.4,77.80809384,100,2.24,40,1538013600
13999,Mahmudia,RO,45.09,29.09,0,0,33.8,33.8,74,4.7,0,1538017200
14000,Agnibilekrou,CI,7.13,-3.2,237.595993,779.5144378,72.96,75.68830053,96,4.52,80,1538019489
14001,Feodosiya,UA,45.03,35.38,9,29.52756,52.98,53.08334646,100,11.23,32,1538019489
14002,Rumford,US,44.55,-70.55,162.5360107,533.2546455,66.92,68.78639126,87,10.29,90,1538018100
14003,Opatija,HR,45.33,14.3,45.01565552,147.6891632,57.2,57.71691207,57,1.12,0,1538019000
14004,West Monroe,US,32.52,-92.15,27.49765587,90.21540928,71.06,71.37575393,97,7.65,90,1538018100
14005,Bissendorf,DE,52.23,8.17,123.3962021,404.8431957,59,60.41695118,76,2.24,75,1538018400
14006,Nochistlan,MX,21.37,-102.85,1885.865356,6187.222496,64.4,86.05527874,68,6.93,5,1538016120
14007,Collipulli,CL,-37.96,-72.44,221.2606964,725.9209432,48.66,51.2007233,77,5.3,68,1538019491
14008,Parsabad,IR,39.65,47.92,46.50222397,152.5663565,65.85,66.38398225,66,11.68,80,1538019491
14009,Mwandiga,TZ,-4.84,29.66,819.7919312,2689.606159,71.6,81.01362156,64,9.44,40,1538017200
14010,Lop Buri,TH,14.8,100.65,20.12444496,66.02508401,87.99,88.22108779,74,4.85,0,1538019492
14011,Panaci,RO,47.25,25.38,923.755188,3030.692971,24.18,34.7874254,86,2.06,24,1538019492
14012,Vaniyambadi,IN,12.68,78.62,353.8080444,1160.787584,75.93,79.99275655,90,3.18,8,1538019492
14013,Austin,US,30.27,-97.74,158.8348999,521.111893,73.04,74.86389163,82,12.75,90,1538018100
14014,Gdansk,PL,54.35,18.65,11.06071472,36.28843529,57.2,57.32700952,87,25.28,75,1538019000
14015,Deyang,CN,31.12,104.39,496.5355835,1629.053804,68.01,73.71168831,73,6.76,80,1538019493
14016,Kairana,IN,29.39,77.21,238.5135498,782.5247947,79.89,82.62883678,89,4.41,0,1538019493
14017,Pieszyce,PL,50.71,16.58,305.4421692,1002.106886,57.2,60.7073741,47,6.93,75,1538019000
14018,Mandya,IN,12.52,76.9,674.7188721,2213.644664,70.08,77.82775632,100,4.18,56,1538019494
14019,Petropavlivka,UA,48.46,36.42,78.00518799,255.922541,33.54,34.43572889,83,7.76,0,1538019494
14020,Ljig,RS,44.23,20.24,151.576004,497.2966171,39.2,40.94053816,100,1.12,0,1538017200
14021,Manpur,IN,24.8,85.03,115,377.2966,86,87.3205381,74,9.17,20,1538017200
14022,Bialogard,PL,54.01,15.99,25.46642876,83.55127812,59.1,59.39242947,95,18.95,92,1538019495
14023,Martinho Campos,BR,-19.33,-45.24,656.4190674,2153.605933,75.12,82.65762077,38,11.68,0,1538019495
14024,Morshansk,RU,53.44,41.81,107,351.04988,38.49,39.71867458,72,15.03,92,1538019495
14025,Niculitel,RO,45.18,28.48,97.24356079,319.040564,33.8,34.91664197,74,4.7,0,1538017200
14026,San Giovanni In Fiore,IT,39.25,16.7,926.8425293,3040.822044,50,60.64287715,71,4.7,20,1538016600
14027,Naro-Fominsk,RU,55.39,36.74,166.3338928,545.7148889,41,42.91000211,86,17.9,75,1538017200
14028,Chamrajnagar,IN,11.92,76.95,721.5310059,2367.227785,70.08,78.36529725,98,4.18,76,1538019496
14029,San Andres Sajcabaja,GT,15.18,-90.94,1282.825806,4208.746216,57.39,72.12061176,95,2.17,80,1538019497
14030,Santo Andre,PT,39.06,-8.24,118.557785,388.9691235,65.85,67.21139193,95,3.62,76,1538019497
14031,Kucove,AL,40.8,19.92,80.96430206,265.6309208,45.69,46.61970822,40,6.98,0,1538019497
14032,Coylton,GB,55.45,-4.52,80.1216507,262.8663165,60.8,61.72003211,82,14.99,64,1538018400
14033,Coyoles Central,HN,15.4,-86.67,192.8302612,632.6452343,77,79.21425832,94,1.72,75,1538017200
14034,Sarvar,HU,47.25,16.94,156.1999969,512.467198,44.6,46.39363519,70,9.17,0,1538016300
14035,Rangoon,MM,16.81,96.16,31.21244431,102.4030358,84.2,84.55841063,83,9.17,40,1538015400
14036,Balangiga,PH,11.11,125.39,3.779555559,12.40011706,85.83,85.87340041,77,13.8,36,1538019498
14037,Consuegra,ES,39.46,-3.61,705.6974487,2315.280418,61.98,70.08348146,83,11.34,8,1538019499
14038,Kunashak,RU,55.7,61.55,191.67836,628.8660306,55.4,57.60103111,62,11.18,40,1538017200
14039,Gostyn,PL,51.88,17.01,92.83354187,304.5719975,57.2,58.26600199,58,11.41,90,1538019000
14040,Sao Lourenco,BR,-22.12,-45.05,889.3850708,2917.930116,61.89,72.1027554,87,1.39,76,1538019500
14041,Senigallia,IT,43.71,13.22,5.402392387,17.72438504,46.4,46.46203535,70,5.82,0,1538016600
14042,Lysyanka,UA,49.25,30.83,157.4115753,516.4421928,38.94,40.74754767,75,13.24,48,1538019500
14043,Bogdanovich,RU,56.77,62.05,168.5993347,553.1474413,55.05,56.98601604,79,5.19,92,1538019500
14044,Sumbuya,SL,7.65,-11.96,34.80384064,114.1858325,70.89,71.28965041,100,2.73,92,1538019501
14045,Kuragino,RU,53.89,92.68,283.999115,931.7556564,50.01,53.2711448,100,2.51,92,1538019501
14046,Compiegne,FR,49.42,2.83,37.62120056,123.4291397,48.2,48.63200199,81,3.36,0,1538019000
14047,Kirriemuir,GB,56.67,-3.01,133.760498,438.8467924,59,60.53596377,82,27.51,0,1538016600
14048,Thurso,GB,58.6,-3.52,0,0,51.8,51.8,93,4.7,92,1538018400
14049,Mpulungu,ZM,-8.77,31.12,814.420166,2671.982257,65.58,74.9319379,63,13.47,0,1538019502
14050,Olds,CA,51.79,-114.11,1035,3395.6694,42.8,54.6848429,93,10.29,90,1538017200
14051,Pulo,PH,14.25,121.13,25.1971302,82.66775266,87.8,88.08933713,79,9.17,20,1538017200
14052,Canhandugan,PH,11.13,124.78,237.1031036,777.8973465,85.92,88.64264071,88,15.26,24,1538019503
14053,Borazjan,IR,29.27,51.21,60.9679985,200.0262482,80.6,81.30009187,65,3.96,0,1538017200
14054,Porteirinha,BR,-15.74,-43.03,607.1243286,1991.877782,73.41,80.38157224,55,11.01,0,1538019503
14055,Borsbeek,BE,51.19,4.49,10.06138992,33.00981052,50,50.11553434,87,1.12,0,1538018700
14056,Carbonera,IT,45.68,12.29,14.1543541,46.43817109,50,50.1625336,81,0.6,5,1538016900
14057,Bourg-En-Bresse,FR,46.21,5.22,233.1599884,764.9606164,57.2,59.87736216,71,2.24,0,1538019000
14058,Chern,RU,53.45,36.91,218.6595612,717.3870346,39.66,42.17085462,94,25.32,92,1538019504
14059,Petersburg,US,37.23,-77.4,20.64616203,67.73675424,75.02,75.25707864,94,3.36,40,1538018100
14060,Palizada,MX,18.25,-92.09,3.816632032,12.52175904,83.76,83.80382616,69,8.55,56,1538019505
14061,La Plaine,DM,15.33,-61.25,108.1629639,354.8653784,83.31,84.55202882,97,22.97,88,1538019505
14062,Nandi Hills,KE,0.11,35.19,2016.479126,6615.745376,66.2,89.35510881,76,6.93,0,1538017200
14063,Sainte-Agathe-Des-Monts,CA,46.05,-74.28,363.1540833,1191.450442,55.4,59.57007655,71,5.82,40,1538017200
14064,Nalgonda,IN,17.05,79.27,233.0061188,764.4557947,75.93,78.60559528,96,4.41,80,1538019506
14065,Dartford,GB,51.45,0.21,11.49447632,37.71153768,55.4,55.53199038,82,5.82,0,1538018400
14066,Pirawa,IN,24.16,76.03,378.2871094,1241.09948,79.08,83.42384818,70,4.52,0,1538019506
14067,Bad Nauheim,DE,50.37,8.75,165.9176025,544.3491071,42.08,43.98522187,93,2.24,0,1538018400
14068,Kisesa,TZ,-2.55,33.05,1281.053345,4202.931056,69.8,84.51025869,77,11.41,0,1538017200
14069,Nebbi,UG,2.48,31.09,1011.049805,3317.092641,63.42,75.02982424,85,0.94,0,1538019507
14070,Solyanka,RU,48.42,44.42,69.55484009,228.1983016,37.4,38.19869406,93,5.75,0,1538017200
14071,Kutiyana,IN,21.62,69.99,16.20711517,53.17295175,78.8,78.98610533,88,3.36,32,1538017200
14072,Masumbwe,TZ,-3.65,32.16,1172.275391,3846.047993,66.75,80.21116797,52,11.79,0,1538019508
14073,Nordborg,DK,55.06,9.75,8.728549957,28.63697584,60.8,60.90022942,93,9.17,88,1538018940
14074,Odzaci,RS,45.51,19.26,82.30246735,270.021227,33.8,34.74507429,83,1.12,0,1538019000
14075,Shishou,CN,29.72,112.42,33.77422333,110.8078229,71.61,71.99782738,88,8.1,68,1538019509
14076,Patiya,BD,22.3,91.98,10.72888851,35.19976658,87.8,87.92319918,74,4.97,75,1538017200
14077,Annemasse,FR,46.19,6.23,427.9057312,1403.890239,48.2,53.11361584,87,2.24,0,1538019000
14078,Neuruppin,DE,52.92,12.81,37.79999542,124.015737,59,59.43405508,58,10.29,75,1538018400
14079,Aland,IN,17.57,76.57,496.479126,1628.868576,72.69,78.39104001,100,4.41,48,1538019510
14080,Telhara,IN,21.03,76.85,285.0636597,935.2482572,81.15,84.4233689,82,4.07,0,1538019510
14081,Lubu,CN,23.17,112.28,14.09628105,46.24764273,75.3,75.46186675,95,3.4,88,1538019510
14082,Karsava,LV,56.78,27.69,109,357.61156,46.23,47.48164046,81,16.04,0,1538019315
14083,Malmesbury,ZA,-33.46,18.72,148.8853302,488.4689467,57.2,58.90964131,93,20.8,75,1538017200
14084,Sitagroi,GR,41.11,24.03,76.13011169,249.7707157,50,50.8741975,48,5.82,20,1538016600
14085,Chartres,FR,48.45,1.49,128.8324432,422.6786331,48.2,49.67937522,75,2.24,0,1538017200
14086,Plana Nad Luznici,CZ,49.35,14.7,410.5189209,1346.846896,35.88,40.59396414,75,3.62,0,1538019511
14087,Sanda,JP,34.89,135.23,146.2071075,479.6821267,71.6,73.27888744,60,3.36,75,1538017200
14088,Kani,JP,35.43,137.06,105.0508804,344.6551306,68,69.20629296,82,6.93,75,1538017200
14089,Attingal,IN,8.7,76.81,33.1438446,108.7396511,84.2,84.58058878,74,6.93,40,1538017200
14090,Krasnoyarskiy,RU,51.97,59.9,318.1408081,1043.769089,56.94,60.59319181,43,14.25,76,1538019512
14091,Jagraon,IN,30.8,75.48,234.8214569,770.4116287,80.79,83.4864407,78,4.41,0,1538019512
14092,Iraray,PH,8.99,118.05,25.91377831,85.01896041,83.4,83.69756636,100,10.78,24,1538019512
14093,Wonogiri,ID,-7.81,110.93,123.8192978,406.231305,85.65,87.07180957,43,3.96,0,1538019513
14094,Vodyane,UA,47.49,34.49,17.90341187,58.73822978,41.82,42.0255838,100,8.21,8,1538019513
14095,Ruthen,DE,53.48,12.03,55.08083725,180.7114141,59,59.63248995,93,12.75,75,1538018400
14096,Kansk,RU,56.21,95.71,202.0444489,662.8755096,43.89,46.21006428,85,6.64,68,1538019514
14097,Elizabethton,US,36.35,-82.21,465.0703125,1525.821284,67.46,72.80037449,93,2.39,100,1538018100
14098,Come,BJ,6.41,1.88,25.10311127,82.35929157,78.8,79.08825752,88,5.82,40,1538017200
14099,San Benito Abad,CO,8.93,-75.03,22.64266586,74.28696387,73.86,74.12000437,100,3.96,80,1538019514
14100,Kaharlyk,UA,49.87,30.82,165.8587952,544.1561695,46.4,48.30454659,75,11.18,90,1538019000
14101,Carlos Antonio Lopez,PY,-26.4,-54.77,214.1577911,702.6174475,64.41,66.86916107,96,1.95,32,1538019515
14102,Fushan,CN,32.67,118.71,21.83200073,71.62730128,77.28,77.53069555,72,9.44,0,1538019515
14103,Raymore,US,38.8,-94.45,333.9949951,1095.78414,55.94,59.77524449,87,2.95,1,1538019300
14104,Chernenko,RU,44.37,39.31,271.9333496,892.1698107,45.15,48.27259434,79,3.85,0,1538019515
14105,Spremberg,DE,51.57,14.37,106.6404648,349.8703025,57.2,58.42454606,61,6.93,75,1538018400
14106,Yashalta,RU,46.34,42.27,35.74556732,117.2754871,42.18,42.5904642,90,3.06,0,1538019516
14107,Kosh,AM,40.3,44.16,1209.568848,3968.401858,57.2,71.0894065,67,1.12,0,1538017200
14108,Custoias,PT,41.11,-7.32,451.3578796,1480.832986,56.76,61.94291545,87,3.06,32,1538019516
14109,Mikhaylovskaya,RU,44.99,40.6,148.4364471,486.9962332,46.05,47.75448682,84,4.74,48,1538019517
14110,Kilmallock,IE,52.4,-8.57,85.06222534,279.0755514,50,50.97676443,93,3.18,75,1538019000
14111,Nanhai,CN,30.13,111.78,47.74222183,156.6345911,68.73,69.27822107,92,7.65,44,1538019517
14112,Solosolo,WS,-13.88,-171.64,95.62067413,313.7161325,89.6,90.69800646,62,12.75,75,1538017200
